data,run,cell_cluster,module,name,genes,ortholog_ensg,ortholog_name,pkMs,gene_loadings
dmb,ds4_mcs20_pF,PFC,seashell2,PFC__71,ENSMUSG00000111244,NA,NA,0.75006793066468,0.209907870847
dmb,ds4_mcs20_pF,PFC,seashell2,PFC__71,ENSMUSG00000029163,ENSG00000138080,EMILIN1,0.747468690452826,0.20918046875929
dmb,ds4_mcs20_pF,PFC,seashell2,PFC__71,ENSMUSG00000082135,NA,NA,0.740042126472275,0.207102131359256
dmb,ds4_mcs20_pF,PFC,seashell2,PFC__71,ENSMUSG00000020397,ENSG00000155868,MED7,0.726782127376773,0.203391296561795
dmb,ds4_mcs20_pF,PFC,seashell2,PFC__71,ENSMUSG00000043909,ENSG00000067369,TP53BP1,0.674932629658425,0.188881120582267
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000083257,NA,NA,0.887258189121957,-0.188081715902071
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000023795,NA,NA,0.880567214738784,-0.186663357685181
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000104554,NA,NA,0.847989745541936,-0.179757559146028
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000074065,NA,NA,0.847958424940304,-0.179750919779302
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000088851,ENSG00000201133,NA,0.816780407515832,-0.173141778170339
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000118975,ENSG00000206727,SNORD116-9,0.783908348149352,-0.16617353216632
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000021621,ENSG00000131732,ZCCHC9,0.780274206297294,-0.165403163807091
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000107677,ENSG00000187080,OR2AK2,0.776017114150962,-0.164500741935473
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000082488,NA,NA,0.774563215054269,-0.164192543216986
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000112266,NA,NA,0.771895440036252,-0.163627026088848
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000103163,NA,NA,0.771705856566059,-0.163586838029929
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000020549,ENSG00000006744,ELAC2,0.759493934334902,-0.160998144777099
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000037953,ENSG00000118017,A4GNT,0.754455619084592,-0.159930118593568
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000081276,NA,NA,0.753725189054217,-0.1597752814389
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000036054,ENSG00000064607,SUGP2,0.751424081521137,-0.15928749078382
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000022961,ENSG00000159140,SON,0.750862233817419,-0.159168389848505
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000059343,ENSG00000149925,ALDOA,0.748230936690965,-0.158610605333626
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000047632,ENSG00000174721,FGFBP3,0.744635332158184,-0.157848406146826
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000056069,ENSG00000145569,OTULINL,0.742846144880183,-0.157469132765704
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000016528,ENSG00000162889,MAPKAPK2,0.733142533861694,-0.155412153373257
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000115631,NA,NA,0.703833960872457,-0.149199298123183
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000054450,NA,NA,0.703678255777232,-0.149166291629872
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000120438,NA,NA,0.69610989977257,-0.147561945339957
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000110456,NA,NA,0.686143078080238,-0.145449170333801
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000112253,NA,NA,0.677239020858964,-0.143561681008598
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000046561,ENSG00000180801,ARSJ,0.664389681182334,-0.140837867484847
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000045052,ENSG00000119973,PRLHR,0.658565905813383,-0.139603338823573
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000026668,ENSG00000165623,UCMA,0.652197320548216,-0.13825332091534
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000043753,ENSG00000176399,DMRTA1,0.650037861840928,-0.137795557094092
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000038518,ENSG00000008083,JARID2,0.647251061507458,-0.137204808882329
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00002075963,NA,NA,0.640312948285917,-0.135734061972547
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000070100,NA,NA,0.639687307439149,-0.135601438114642
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000026768,ENSG00000077943,ITGA8,0.63297417447942,-0.134178382704589
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000024201,ENSG00000127663,KDM4B,0.632944171348013,-0.134172022616278
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000091570,NA,NA,0.627880453502872,-0.133098611569939
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000028601,ENSG00000121310,ECHDC2,0.626826956038426,-0.132875290316621
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000083748,NA,NA,0.62396070569313,-0.132267700226433
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000025381,ENSG00000257727,CNPY2,0.623393247528448,-0.132147409981018
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000089704,ENSG00000143641,GALNT2,0.622017258607427,-0.13185572672523
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000089255,ENSG00000273587,SNORA78,0.620503783343997,-0.131534899002239
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000077733,NA,NA,0.60425776618632,-0.128091055010656
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000012123,ENSG00000176092,CRYBG2,0.60062411199216,-0.127320790025546
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000029528,ENSG00000089159,PXN,0.598491019202927,-0.12686861527315
dmb,ds4_mcs20_pF,PFC,orange1,PFC__56,ENSMUSG00000110959,NA,NA,0.578712731795701,-0.122675997747877
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000120270,NA,NA,0.944198113183449,-0.228916500809819
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000091410,NA,NA,0.885974408895929,-0.214800430820284
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000064338,NA,NA,0.871920537128363,-0.211393134085689
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000063232,ENSG00000186910,SERPINA11,0.841322986044432,-0.203974898198871
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000063605,ENSG00000135736,CCDC102A,0.838209400408995,-0.203220023645868
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000092625,NA,NA,0.832289874546393,-0.201784861757701
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000067010,NA,NA,0.817345826587127,-0.198161745889321
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000035929,NA,NA,0.815279564969834,-0.19766079023967
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000028807,ENSG00000160062,ZBTB8A,0.797611823024569,-0.193377327259974
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000105484,NA,NA,0.79319572191811,-0.192306663806618
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000050382,ENSG00000166813,KIF7,0.78332673691041,-0.189913973667797
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000108932,NA,NA,0.774417113760594,-0.187753876410121
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000061559,ENSG00000140395,SKIC8,0.772352736415338,-0.187253377593582
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000087269,NA,NA,0.77095737974507506,-0.186915079770405
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000067148,ENSG00000171453,POLR1C,0.768718399619622,-0.186372249310838
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000084146,NA,NA,0.766029039966636,-0.185720226401043
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000037347,ENSG00000147119,CHST7,0.763592094255559,-0.185129400093455
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000042678,ENSG00000091536,MYO15A,0.753332052057954,-0.182641899933009
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000076485,NA,NA,0.749368302460684,-0.181680907027787
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000088445,NA,NA,0.747589243781061,-0.181249582412764
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000093749,NA,NA,0.741891143107147,-0.179868104045754
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000034473,ENSG00000121542,SEC22A,0.740913023107162,-0.179630963339114
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000041479,ENSG00000204176,SYT15,0.739334255846227,-0.179248198459667
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000108738,NA,NA,0.731057844211955,-0.177241620428928
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000020895,ENSG00000179029,TMEM107,0.728979704798313,-0.176737785062045
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000085067,NA,NA,0.709115860766396,-0.171921887206576
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000050174,ENSG00000170917,NUDT6,0.66317068402944,-0.160782689891034
dmb,ds4_mcs20_pF,PFC,olivedrab2,PFC__54,ENSMUSG00000090509,NA,NA,0.606049086017911,-0.14693382051194
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000091993,NA,NA,0.849520474536877,-0.209670035335547
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000087662,NA,NA,0.836235691801597,-0.206391219875508
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000104023,NA,NA,0.817548211358172,-0.201778965312672
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00002075134,NA,NA,0.81115110447956,-0.200200096214767
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000113835,NA,NA,0.79401406340622,-0.195970505386656
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000119965,NA,NA,0.792559805175079,-0.195611580106042
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000110378,NA,NA,0.79121148182257806,-0.195278800598736
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000033111,ENSG00000114405,C3orf14,0.790133355968697,-0.195012708500129
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00002075135,NA,NA,0.781103658017165,-0.192784089949647
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000045777,ENSG00000244242,IFITM10,0.774933781318796,-0.191261303502306
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000027376,ENSG00000155066,PROM2,0.767933333149118,-0.189533523820597
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000033882,ENSG00000151962,RBM46,0.765531123128564,-0.188940634684914
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000034868,ENSG00000118680,MYL12B,0.761138511237416,-0.18785649472827
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000028974,ENSG00000160049,DFFA,0.757797978787307,-0.187032018358545
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000071656,ENSG00000177363,LRRN4CL,0.757528943275899,-0.186965617739755
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000024546,NA,NA,0.746546144599755,-0.184254954659191
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000098882,NA,NA,0.74026081554849,-0.182703673431988
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000021319,ENSG00000106483,SFRP4,0.738785496714605,-0.182339550186812
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000113804,NA,NA,0.735662857688539,-0.181568852064094
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000080817,NA,NA,0.734557599734693,-0.181296063495503
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000106834,NA,NA,0.720534416401986,-0.177835003482219
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000083233,NA,NA,0.719151867045682,-0.177493776659467
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000055305,ENSG00000159915,ZNF233,0.718850744142325,-0.177419456555738
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000083219,NA,NA,0.702558362926631,-0.173398336114754
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000108220,NA,NA,0.697204510915314,-0.172076952611895
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000107031,NA,NA,0.688706214420048,-0.169979489184158
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000113005,NA,NA,0.679685292832411,-0.167753036726882
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000043279,ENSG00000169871,TRIM56,0.679516513120228,-0.167711380228566
dmb,ds4_mcs20_pF,PFC,orchid1,PFC__59,ENSMUSG00000121300,NA,NA,0.619254774503394,-0.152838188535263
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000000552,ENSG00000161642,ZNF385A,0.866431134920171,0.193607022202188
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000098035,NA,NA,0.842058722970763,0.188160922782129
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000062794,NA,NA,0.825471901692496,0.184454540421134
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000020191,ENSG00000164500,SPATA48,0.807926588466422,0.180533979732121
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000119001,NA,NA,0.799308230244176,0.178608177894639
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000121226,NA,NA,0.798077216950255,0.178333103732918
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000116301,NA,NA,0.78756115652231,0.175983253799443
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000036944,ENSG00000165071,TMEM71,0.780397710740566,0.174382557159382
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000004085,ENSG00000091436,MAP3K20,0.774459559995504,0.173055656916762
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000074764,ENSG00000101251,SEL1L2,0.772465279965569,0.172610028173206
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000094985,ENSG00000173769,TOPAZ1,0.768905640398175,0.17181461444789
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000044122,ENSG00000167525,PROCA1,0.749394462843982,0.167454774601791
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000029408,ENSG00000150967,ABCB9,0.74827199044511,0.167203954277023
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000110586,NA,NA,0.730466522231278,0.163225261059687
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000086625,NA,NA,0.728515518638823,0.162789302585185
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000108060,NA,NA,0.714918100412001,0.159750912635388
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000085730,NA,NA,0.701581108408232,0.156770715822375
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000084339,NA,NA,0.699950972644888,0.15640645636977
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000026663,ENSG00000118217,ATF6,0.697052695441023,0.155758826343168
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000103071,NA,NA,0.695738052559421,0.155465064861952
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000026924,ENSG00000148396,SEC16A,0.695716833195213,0.155460323321913
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000100530,NA,NA,0.687758909607651,0.153682097878938
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000106123,NA,NA,0.685841058897891,0.153253547530295
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000102992,NA,NA,0.680396728082526,0.152036993052318
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000065430,ENSG00000207789,MIR26A2,0.664787152246261,0.148548979552229
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000101717,NA,NA,0.663102822219021,0.148172610204641
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000118917,ENSG00000207116,RNU6-31P,0.652325040660365,0.145764277782805
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000108102,NA,NA,0.650315165029493,0.145315164148487
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000114251,NA,NA,0.649800375073416,0.145200132559202
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000056316,NA,NA,0.644461766113502,0.144007201994067
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000015653,ENSG00000157214,STEAP2,0.643936603549332,0.143889852609768
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000089265,ENSG00000238300,SNORD121B,0.636299301920776,0.14218327124816799
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000036570,ENSG00000266964,FXYD1,0.634954209255149,0.141882705657802
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000054074,ENSG00000180592,SKIDA1,0.633797271855255,0.141624184009814
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000030761,ENSG00000137474,MYO7A,0.629037943115889,0.140560695605748
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000102971,NA,NA,0.617273350602252,0.137931856876173
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000042605,ENSG00000204842,ATXN2,0.60932032907258,0.136154726814923
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000083988,NA,NA,0.604218094889321,0.13501461500801
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000073931,ENSG00000181609,OR52D1,0.602929251417065,0.134726618493699
dmb,ds4_mcs20_pF,PFC,palevioletred3,PFC__63,ENSMUSG00000109111,NA,NA,0.576838025710562,0.128896444217809
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000065080,ENSG00000202070,RNU6-1175P,0.902215808222492,-0.249877253638604
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000120676,NA,NA,0.895268295591055,-0.247953073902291
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000110250,NA,NA,0.882905571662546,-0.244529099865708
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000082661,NA,NA,0.868307404072979,-0.240485998434551
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000110771,NA,NA,0.860302931660048,-0.238269083628647
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000073997,NA,NA,0.832873462902724,-0.230672231235483
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000021185,ENSG00000133943,DGLUCY,0.827730946913525,-0.229247962495717
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000085870,NA,NA,0.814436748389403,-0.225566007705899
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000094534,NA,NA,0.80128578000834,-0.22192372186719
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000095845,NA,NA,0.800396657521028,-0.221677470933375
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000079619,NA,NA,0.782025670821754,-0.216589451347363
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000113013,NA,NA,0.7678876640096,-0.212673795822433
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000112213,NA,NA,0.767782634557643,-0.212644706916246
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000082412,NA,NA,0.766871594273348,-0.212392385639985
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000097892,NA,NA,0.733587357658062,-0.20317399957416
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000064606,NA,NA,0.730533661812644,-0.202328249450579
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000102807,NA,NA,0.710590397965784,-0.196804772746639
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000085430,NA,NA,0.70958584032017,-0.196526550947242
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000118291,NA,NA,0.707112158285731,-0.195841441168066
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000106643,NA,NA,0.698694798758762,-0.193510173346865
dmb,ds4_mcs20_pF,PFC,maroon2,PFC__45,ENSMUSG00000033774,ENSG00000288611,NPBWR1,0.612792294484459,-0.169718657333606
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000114448,NA,NA,0.925126944829245,-0.179147990022426
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000101122,NA,NA,0.90940790344189,-0.176104045961167
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000112229,NA,NA,0.897875601356851,-0.173870851100274
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000107690,NA,NA,0.856792011558836,-0.165915140182591
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000106837,NA,NA,0.844630071206141,-0.163560017805997
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000112642,NA,NA,0.839422789381988,-0.162551643682325
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000102466,NA,NA,0.831189212365439,-0.160957236794218
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000103926,NA,NA,0.828567591734726,-0.160449568015118
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000034563,ENSG00000260916,CCPG1,0.827022699696452,-0.16015040441924
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000020423,ENSG00000159388,BTG2,0.820072588218932,-0.158804536688775
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000117090,NA,NA,0.819433047477263,-0.15868069158941
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000120460,NA,NA,0.819271160376374,-0.15864934264979
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000099569,NA,NA,0.81645381194534,-0.158103771783615
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000028195,ENSG00000142871,CCN1,0.813522011398882,-0.15753603761699
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000116535,NA,NA,0.812593468777691,-0.157356228191736
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000112822,NA,NA,0.811307005348445,-0.157107108501866
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000120631,NA,NA,0.807542613297346,-0.156378145548857
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000025817,ENSG00000165609,NUDT5,0.798718309174158,-0.154669346171807
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000083725,NA,NA,0.793805824835946,-0.153718058675398
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000112901,NA,NA,0.791350196891074,-0.153242533869829
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000106158,NA,NA,0.778464607648531,-0.150747279109433
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000050114,ENSG00000117592,PRDX6,0.771812120991868,-0.149459045510948
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000103277,NA,NA,0.770740256651533,-0.149251482275199
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000082429,NA,NA,0.766047878314174,-0.148342817629486
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000119956,NA,NA,0.765252671609865,-0.148188828294806
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000097684,NA,NA,0.760418120894025,-0.147252632404885
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000102258,NA,NA,0.756771856970042,-0.146546544600693
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000072423,ENSG00000222028,PSMB11,0.7398763589475,-0.14327478332719
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000102927,NA,NA,0.736142926015034,-0.14255181551237
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000109509,NA,NA,0.725991631338731,-0.14058604849245
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000021872,ENSG00000182545,RNASE10,0.719007647714858,-0.13923362152493
dmb,ds4_mcs20_pF,PFC,firebrick1,PFC__23,ENSMUSG00000116308,NA,NA,0.717825954801149,-0.139004790323441
